date,home_team,away_team,home_score,away_score,neutral_site,season,margin
2019-11-05,Abilene Christian,Arlington Baptist,90.0,39.0,False,2020,51.0
2019-11-05,N.C. A&T,UNC Greensboro,50.0,83.0,True,2020,-33.0
2019-11-05,Nebraska,UC Riverside,47.0,66.0,False,2020,-19.0
2019-11-05,Nevada,Utah,74.0,79.0,False,2020,-5.0
2019-11-05,New Hampshire,Curry,93.0,29.0,False,2020,64.0
2019-11-05,New Mexico St.,Western N.M.,92.0,46.0,False,2020,46.0
2019-11-05,New Orleans,Spring Hill,114.0,58.0,False,2020,56.0
2019-11-05,Morehead St.,Samford,90.0,86.0,False,2020,4.0
2019-11-05,Norfolk St.,Greensboro,100.0,59.0,False,2020,41.0
2019-11-05,Northern Colo.,Texas,45.0,69.0,True,2020,-24.0
2019-11-05,Northern Ky.,UC Clermont,105.0,55.0,False,2020,50.0
2019-11-05,Northwestern St.,Centenary (LA),84.0,57.0,False,2020,27.0
2019-11-05,Oakland,Goshen,94.0,66.0,False,2020,28.0
2019-11-05,Ohio,St. Bonaventure,65.0,53.0,True,2020,12.0
2019-11-05,Oklahoma,UTSA,85.0,67.0,False,2020,18.0
2019-11-05,North Texas,Okla. Christian,79.0,40.0,False,2020,39.0
2019-11-05,Montana St.,Utah St.,73.0,81.0,True,2020,-8.0
2019-11-05,Milwaukee,Concordia Wisconsin,72.0,62.0,False,2020,10.0
2019-11-05,Middle Tenn.,Maryville (TN),119.0,61.0,False,2020,58.0
2019-11-05,Kentucky,Michigan St.,69.0,62.0,True,2020,7.0
2019-11-05,LIU,Rhode Island,65.0,76.0,True,2020,-11.0
2019-11-05,LMU (CA),Westcliff,105.0,62.0,False,2020,43.0
2019-11-05,La.-Monroe,Louisiana Col.,64.0,41.0,False,2020,23.0
2019-11-05,Lamar University,Champion Chris.,86.0,40.0,False,2020,46.0
2019-11-05,Lehigh,Monmouth,62.0,66.0,False,2020,-4.0
2019-11-05,Lipscomb,Rhodes,104.0,55.0,False,2020,49.0
2019-11-05,Little Rock,Missouri St.,67.0,66.0,True,2020,1.0
2019-11-05,Longwood,Marymount (VA),73.0,51.0,False,2020,22.0
2019-11-05,Louisiana,Loyola (LA),95.0,67.0,False,2020,28.0
2019-11-05,Louisville,Miami (FL),87.0,74.0,True,2020,13.0
2019-11-05,Loyola Chicago,UC Davis,82.0,48.0,False,2020,34.0
2019-11-05,Loyola Maryland,Marquette,53.0,88.0,True,2020,-35.0
2019-11-05,Massachusetts,UMass Lowell,79.0,64.0,False,2020,15.0
2019-11-05,Memphis,South Carolina St.,97.0,64.0,False,2020,33.0
2019-11-05,Old Dominion,UNI,53.0,58.0,True,2020,-5.0
2019-11-05,Omaha,Wichita St.,54.0,68.0,True,2020,-14.0
2019-11-05,Pacific,Stanislaus St.,69.0,47.0,False,2020,22.0
2019-11-05,Penn St.,UMES,84.0,46.0,False,2020,38.0
2019-11-05,Stony Brook,Yale,69.0,74.0,False,2020,-5.0
2019-11-05,Tennessee,UNC Asheville,78.0,63.0,False,2020,15.0
2019-11-05,Tennessee Tech,Western Ky.,64.0,76.0,True,2020,-12.0
2019-11-05,Texas St.,Texas Lutheran,103.0,45.0,False,2020,58.0
2019-11-05,Toledo,Valparaiso,77.0,79.0,True,2020,-2.0
2019-11-05,UIC,Olivet Nazarene,75.0,72.0,False,2020,3.0
2019-11-05,UMBC,Valley Forge,134.0,46.0,False,2020,88.0
2019-11-05,UNCW,JWU (Charlotte),103.0,83.0,False,2020,20.0
2019-11-05,UT Arlington,Texas-Dallas,84.0,50.0,False,2020,34.0
2019-11-05,UT Martin,St. Louis Pharmacy,106.0,48.0,False,2020,58.0
2019-11-05,UTEP,N.M. Highlands,93.0,70.0,False,2020,23.0
2019-11-05,Utah Valley,Westminster (UT),72.0,55.0,False,2020,17.0
2019-11-05,Wofford,Erskine,86.0,63.0,False,2020,23.0
2019-11-05,Wright St.,Central St. (OH),96.0,77.0,False,2020,19.0
2019-11-05,Youngstown St.,Thiel,101.0,53.0,False,2020,48.0
2019-11-05,Stetson,Trinity Baptist,84.0,26.0,False,2020,58.0
2019-11-05,Kansas St.,North Dakota St.,67.0,54.0,False,2020,13.0
2019-11-05,Southern Utah,Bethesda (CA),110.0,66.0,False,2020,44.0
2019-11-05,Southern Ill.,Ill. Wesleyan,76.0,48.0,False,2020,28.0
2019-11-05,Portland,Willamette,86.0,36.0,False,2020,50.0
2019-11-05,Portland St.,Puget Sound,94.0,69.0,False,2020,25.0
2019-11-05,Prairie View,Jarvis Christian,100.0,62.0,False,2020,38.0
2019-11-05,Providence,Sacred Heart,106.0,60.0,False,2020,46.0
2019-11-05,Purdue Fort Wayne,UNLV,71.0,86.0,True,2020,-15.0
2019-11-05,SIUE,Quincy,61.0,52.0,False,2020,9.0
2019-11-05,Saint Mary's (CA),Wisconsin,65.0,63.0,True,2020,2.0
2019-11-05,Sam Houston St.,Paul Quinn,95.0,57.0,False,2020,38.0
2019-11-05,San Diego,UC Irvine,73.0,76.0,False,2020,-3.0
2019-11-05,San Diego St.,Texas Southern,77.0,42.0,False,2020,35.0
2019-11-05,San Francisco,Sonoma St.,101.0,50.0,False,2020,51.0
2019-11-05,Santa Clara,UC Santa Cruz,97.0,52.0,False,2020,45.0
2019-11-05,Seattle U,Pacific Lutheran,98.0,64.0,False,2020,34.0
2019-11-05,Seton Hall,Wagner,105.0,71.0,False,2020,34.0
2019-11-05,South Dakota St.,UTRGV,70.0,57.0,False,2020,13.0
2019-11-05,Southern Miss.,Delta St.,90.0,71.0,False,2020,19.0
2019-11-05,Kansas City,Avila,102.0,49.0,False,2020,53.0
2019-11-05,Saint Francis (PA),VCU,58.0,72.0,True,2020,-14.0
2019-11-05,Jacksonville,Xavier,57.0,76.0,True,2020,-19.0
2019-11-05,Bowling Green,Tiffin,94.0,73.0,False,2020,21.0
2019-11-05,Bradley,Saint Joseph's,81.0,86.0,True,2020,-5.0
2019-11-05,Brown,Bryant,73.0,71.0,True,2020,2.0
2019-11-05,Bucknell,Fairfield,68.0,64.0,True,2020,4.0
2019-11-05,CSU Bakersfield,Notre Dame de Namur,103.0,51.0,False,2020,52.0
2019-11-05,CSUN,Oregon St.,67.0,87.0,True,2020,-20.0
2019-11-05,Boston U.,Northeastern,67.0,72.0,False,2020,-5.0
2019-11-05,California,Pepperdine,87.0,71.0,False,2020,16.0
2019-11-05,Campbell,Coastal Carolina,75.0,74.0,True,2020,1.0
2019-11-05,Central Mich.,Mich.-Dearborn,102.0,62.0,False,2020,40.0
2019-11-05,Charleston So.,Columbia Int'l,99.0,71.0,False,2020,28.0
2019-11-05,Chattanooga,Eastern Ky.,68.0,79.0,True,2020,-11.0
2019-11-05,Chicago St.,Judson (IL),103.0,60.0,False,2020,43.0
2019-11-05,Clemson,Virginia Tech,60.0,67.0,False,2020,-7.0
2019-11-05,California Baptist,Jackson St.,93.0,70.0,False,2020,23.0
2019-11-05,Boise St.,LIFE Pacific,126.0,49.0,False,2020,77.0
2019-11-05,Binghamton,Cornell,64.0,84.0,True,2020,-20.0
2019-11-05,Baylor,Central Ark.,105.0,61.0,False,2020,44.0
2019-11-05,Jacksonville St.,SMU,65.0,74.0,True,2020,-9.0
2019-11-05,Akron,Malone,81.0,64.0,False,2020,17.0
2019-11-05,Alabama,Penn,80.0,81.0,False,2020,-1.0
2019-11-05,Alabama A&M,Tennessee St.,66.0,106.0,True,2020,-40.0
2019-11-05,Alabama St.,Gonzaga,64.0,95.0,True,2020,-31.0
2019-11-05,Alcorn,DePaul,54.0,72.0,True,2020,-18.0
2019-11-05,American,Siena,80.0,96.0,True,2020,-16.0
2019-11-05,Appalachian St.,Michigan,71.0,79.0,True,2020,-8.0
2019-11-05,Ark.-Pine Bluff,South Fla.,41.0,70.0,True,2020,-29.0
2019-11-05,Arkansas,Rice,91.0,43.0,False,2020,48.0
2019-11-05,Army West Point,Villanova,54.0,97.0,True,2020,-43.0
2019-11-05,Auburn,Ga. Southern,83.0,74.0,False,2020,9.0
2019-11-05,Austin Peay,Oakland City,110.0,67.0,False,2020,43.0
2019-11-05,BYU,Cal St. Fullerton,76.0,58.0,False,2020,18.0
2019-11-05,Ball St.,Defiance,87.0,43.0,False,2020,44.0
2019-11-05,Cleveland St.,Minnesota,50.0,85.0,True,2020,-35.0
2019-11-05,Col. of Charleston,USC Upstate,74.0,55.0,False,2020,19.0
2019-11-05,Central Conn. St.,Hartford,59.0,74.0,False,2020,-15.0
2019-11-05,Columbia,Lafayette,63.0,65.0,True,2020,-2.0
2019-11-05,Furman,Gardner-Webb,70.0,63.0,True,2020,7.0
2019-11-05,George Mason,Navy,68.0,55.0,False,2020,13.0
2019-11-05,George Washington,Towson,58.0,72.0,True,2020,-14.0
2019-11-05,Georgia,Western Caro.,91.0,72.0,False,2020,19.0
2019-11-05,Georgia Tech,NC State,82.0,81.0,True,2020,1.0
2019-11-05,Grand Canyon,Davenport,73.0,82.0,False,2020,-9.0
2019-11-05,Colorado St.,Denver,74.0,63.0,False,2020,11.0
2019-11-05,Fresno St.,Oregon,57.0,71.0,True,2020,-14.0
2019-11-05,High Point,William & Mary,56.0,70.0,False,2020,-14.0
2019-11-05,Houston Baptist,Tulsa,72.0,80.0,True,2020,-8.0
2019-11-05,Howard,Washington Adventist,68.0,71.0,False,2020,-3.0
2019-11-05,Idaho,Evergreen St.,88.0,82.0,False,2020,6.0
2019-11-05,Idaho St.,Wyoming,40.0,54.0,True,2020,-14.0
2019-11-05,Illinois,Nicholls St.,78.0,70.0,False,2020,8.0
2019-11-05,Indiana,Western Ill.,98.0,65.0,False,2020,33.0
2019-11-05,Iowa St.,Mississippi Val.,110.0,74.0,False,2020,36.0
2019-11-05,Holy Cross,Maryland,71.0,95.0,True,2020,-24.0
2019-11-05,Fordham,St. Francis Brooklyn,68.0,59.0,False,2020,9.0
2019-11-05,Harvard,MIT,84.0,27.0,False,2020,57.0
2019-11-05,Florida,North Florida,74.0,59.0,False,2020,15.0
2019-11-05,Florida A&M,Southern California,48.0,77.0,True,2020,-29.0
2019-11-05,Creighton,Kennesaw St.,81.0,55.0,False,2020,26.0
2019-11-05,Delaware,Bridgewater (VA),97.0,51.0,False,2020,46.0
2019-11-05,Drexel,Temple,62.0,70.0,True,2020,-8.0
2019-11-05,Duke,Kansas,68.0,66.0,True,2020,2.0
2019-11-05,East Carolina,VMI,80.0,68.0,False,2020,12.0
2019-11-05,Duquesne,Princeton,94.0,67.0,False,2020,27.0
2019-11-05,Eastern Wash.,Portland Bible,107.0,25.0,False,2020,82.0
2019-11-05,Elon,Mars Hill,90.0,84.0,False,2020,6.0
2019-11-05,FGCU,Saint Louis,67.0,89.0,True,2020,-22.0
2019-11-05,FIU,Mississippi St.,69.0,77.0,True,2020,-8.0
2019-11-05,Fairleigh Dickinson,FDU-Florham,101.0,52.0,False,2020,49.0
2019-11-05,Fla. Atlantic,Flagler,92.0,81.0,False,2020,11.0
2019-11-05,Eastern Ill.,Texas Tech,60.0,85.0,True,2020,-25.0
2019-11-05,Coppin St.,Rider,84.0,91.0,False,2020,-7.0
2019-11-06,Maine,Merrimack,84.0,64.0,False,2020,20.0
2019-11-06,McNeese,Western Mich.,65.0,75.0,True,2020,-10.0
2019-11-06,North Ala.,South Carolina,55.0,77.0,True,2020,-22.0
2019-11-06,Mercer,St. John's (NY),79.0,109.0,True,2020,-30.0
2019-11-06,Missouri,UIW,82.0,42.0,False,2020,40.0
2019-11-06,Montana,Stanford,62.0,73.0,True,2020,-11.0
2019-11-06,Morgan St.,Central Penn,71.0,44.0,False,2020,27.0
2019-11-06,New Mexico,Eastern N.M.,92.0,71.0,False,2020,21.0
2019-11-06,Southeastern La.,Tulane,55.0,76.0,True,2020,-21.0
2019-11-06,Northwestern St.,Texas A&M,63.0,77.0,True,2020,-14.0
2019-11-06,Oklahoma St.,Oral Roberts,80.0,75.0,False,2020,5.0
2019-11-06,SFA,LeTourneau,89.0,70.0,False,2020,19.0
2019-11-06,South Alabama,Pikeville,82.0,51.0,False,2020,31.0
2019-11-06,Southeast Mo. St.,Vanderbilt,65.0,83.0,True,2020,-18.0
2019-11-06,Southern U.,Loyola (LA),87.0,70.0,False,2020,17.0
2019-11-06,Syracuse,Virginia,34.0,48.0,False,2020,-14.0
2019-11-06,Long Beach St.,UCLA,65.0,69.0,True,2020,-4.0
2019-11-06,North Carolina,Notre Dame,76.0,65.0,False,2020,11.0
2019-11-06,Kent St.,Hiram,97.0,58.0,False,2020,39.0
2019-11-06,Cincinnati,Ohio St.,56.0,64.0,True,2020,-8.0
2019-11-06,Hofstra,San Jose St.,71.0,79.0,False,2020,-8.0
2019-11-06,Jackson St.,UC Santa Barbara,62.0,83.0,True,2020,-21.0
2019-11-06,A&M-Corpus Christi,Louisiana Tech,49.0,82.0,False,2020,-33.0
2019-11-06,Arizona,Northern Ariz.,91.0,52.0,False,2020,39.0
2019-11-06,Arkansas St.,Ark.-Monticello,65.0,49.0,False,2020,16.0
2019-11-06,Belmont,Illinois St.,72.0,79.0,True,2020,-7.0
2019-11-06,Boston College,Wake Forest,77.0,70.0,False,2020,7.0
2019-11-06,Butler,IUPUI,80.0,47.0,False,2020,33.0
2019-11-06,Charlotte,James Madison,74.0,79.0,True,2020,-5.0
2019-11-06,Bethune-Cookman,Johnson (FL),110.0,68.0,False,2020,42.0
2019-11-06,DePaul,Chicago,84.0,55.0,False,2020,29.0
2019-11-06,ETSU,Newberry,79.0,50.0,False,2020,29.0
2019-11-06,Florida St.,Pittsburgh,61.0,63.0,True,2020,-2.0
2019-11-06,Georgetown,Mount St. Mary's,81.0,68.0,False,2020,13.0
2019-11-06,Georgia St.,Brewton-Parker,104.0,35.0,False,2020,69.0
2019-11-06,Grambling,East Tex. Baptist,102.0,70.0,False,2020,32.0
2019-11-06,Green Bay,Purdue,57.0,79.0,True,2020,-22.0
2019-11-06,Colgate,NJIT,80.0,75.0,False,2020,5.0
2019-11-06,Hampton,Mid-Atlantic Christ.,112.0,52.0,False,2020,60.0
2019-11-07,Omaha,Midland,72.0,53.0,False,2020,19.0
2019-11-07,Purdue Fort Wayne,Manchester,91.0,80.0,False,2020,11.0
2019-11-07,Samford,Ky. Wesleyan,68.0,42.0,False,2020,26.0
2019-11-07,UC Davis,William Jessup,109.0,63.0,False,2020,46.0
2019-11-07,TCU,Southwestern (TX),83.0,62.0,False,2020,21.0
2019-11-07,Troy,UAB,75.0,76.0,False,2020,-1.0
2019-11-07,North Florida,Fla. National,89.0,81.0,False,2020,8.0
2019-11-07,Seattle U,Washington St.,54.0,85.0,True,2020,-31.0
2019-11-07,North Dakota St.,Mayville St.,93.0,53.0,False,2020,40.0
2019-11-07,South Dakota St.,Peru St.,86.0,58.0,False,2020,28.0
2019-11-07,Morehead St.,Spalding,92.0,44.0,False,2020,48.0
2019-11-07,Marshall,Robert Morris,67.0,60.0,False,2020,7.0
2019-11-07,Hartford,Winthrop,57.0,67.0,False,2020,-10.0
2019-11-07,Drake,Kennesaw St.,86.0,55.0,False,2020,31.0
2019-11-07,Clemson,Presbyterian,79.0,45.0,False,2020,34.0
2019-11-07,Central Ark.,Hendrix,71.0,51.0,False,2020,20.0
2019-11-07,Bryant,Rutgers,71.0,73.0,True,2020,-2.0
2019-11-07,Appalachian St.,Ferrum,83.0,56.0,False,2020,27.0
2019-11-07,Air Force,Idaho St.,79.0,89.0,False,2020,-10.0
2019-11-07,North Dakota,Crown (MN),86.0,61.0,False,2020,25.0
2019-11-08,Mississippi Val.,Utah,49.0,143.0,True,2020,-94.0
2019-11-08,Mississippi St.,Sam Houston St.,67.0,58.0,False,2020,9.0
2019-11-08,Merrimack,Northwestern,71.0,61.0,True,2020,10.0
2019-11-08,Mercer,Columbia Int'l,84.0,76.0,False,2020,8.0
2019-11-08,Memphis,UIC,92.0,46.0,False,2020,46.0
2019-11-08,Marist,VMI,58.0,56.0,True,2020,2.0
2019-11-08,Kansas,UNC Greensboro,74.0,62.0,False,2020,12.0
2019-11-08,Lamar University,Arlington Baptist,106.0,61.0,False,2020,45.0
2019-11-08,LIU,UMass Lowell,74.0,87.0,False,2020,-13.0
2019-11-08,Missouri,Northern Ky.,71.0,56.0,False,2020,15.0
2019-11-08,Jacksonville,Johnson (FL),83.0,65.0,False,2020,18.0
2019-11-08,Iowa,SIUE,87.0,60.0,False,2020,27.0
2019-11-08,Houston Baptist,Oral Roberts,81.0,95.0,True,2020,-14.0
2019-11-08,Liberty,Radford,66.0,60.0,False,2020,6.0
2019-11-08,North Carolina,UNCW,78.0,62.0,True,2020,16.0
2019-11-08,Richmond,Saint Francis (PA),100.0,98.0,False,2020,2.0
2019-11-08,Northern Colo.,UIW,83.0,61.0,False,2020,22.0
2019-11-08,Pacific,South Dakota,62.0,72.0,True,2020,-10.0
2019-11-08,Portland,Southern California,65.0,76.0,True,2020,-11.0
2019-11-08,Sacramento St.,Simpson (CA),76.0,27.0,False,2020,49.0
2019-11-08,Sacred Heart,UConn,67.0,89.0,True,2020,-22.0
2019-11-08,Siena,Xavier,63.0,81.0,True,2020,-18.0
2019-11-08,South Carolina St.,Bob Jones,79.0,64.0,False,2020,15.0
2019-11-08,Southern Ill.,UTSA,72.0,60.0,True,2020,12.0
2019-11-08,St. Bonaventure,Vermont,59.0,61.0,False,2020,-2.0
2019-11-08,Towson,Bryn Athyn,100.0,31.0,False,2020,69.0
2019-11-08,USC Upstate,Truett-McConnell,103.0,62.0,False,2020,41.0
2019-11-08,Utah St.,Weber St.,89.0,34.0,False,2020,55.0
2019-11-08,Yale,Oberlin,94.0,37.0,False,2020,57.0
2019-11-08,Harvard,Northeastern,79.0,84.0,True,2020,-5.0
2019-11-08,North Texas,VCU,56.0,59.0,True,2020,-3.0
2019-11-08,Grand Canyon,Illinois,71.0,83.0,False,2020,-12.0
2019-11-08,Norfolk St.,Penn St-Wilkes Barre,93.0,53.0,False,2020,40.0
2019-11-08,George Mason,Longwood,76.0,65.0,False,2020,11.0
2019-11-08,Akron,West Virginia,84.0,94.0,True,2020,-10.0
2019-11-08,American,William & Mary,70.0,79.0,False,2020,-9.0
2019-11-08,Arizona St.,Colorado,71.0,81.0,True,2020,-10.0
2019-11-08,Arkansas St.,Ole Miss,43.0,71.0,True,2020,-28.0
2019-11-08,Army West Point,Merchant Marine,80.0,43.0,False,2020,37.0
2019-11-08,Auburn,Davidson,76.0,66.0,True,2020,10.0
2019-11-08,Baylor,Washington,64.0,67.0,True,2020,-3.0
2019-11-08,Buffalo,Dartmouth,63.0,68.0,False,2020,-5.0
2019-11-08,Cal Poly,Santa Clara,63.0,77.0,True,2020,-14.0
2019-11-08,California Baptist,Cal Lutheran,112.0,56.0,False,2020,56.0
2019-11-08,Campbell,Central Penn,101.0,47.0,False,2020,54.0
2019-11-08,Charleston So.,N.C. A&T,49.0,63.0,True,2020,-14.0
2019-11-08,Coastal Carolina,Hampden-Sydney,102.0,66.0,False,2020,36.0
2019-11-08,Colorado St.,Duke,55.0,89.0,True,2020,-34.0
2019-11-08,Coppin St.,Virginia Tech,42.0,74.0,True,2020,-32.0
2019-11-08,Bowling Green,LSU,79.0,88.0,True,2020,-9.0
2019-11-08,DePaul,Fairleigh Dickinson,70.0,59.0,False,2020,11.0
2019-11-08,Grambling,Ecclesia,147.0,52.0,False,2020,95.0
2019-11-08,Ga. Southern,Reinhardt,109.0,55.0,False,2020,54.0
2019-11-08,Furman,Loyola Chicago,87.0,63.0,False,2020,24.0
2019-11-08,Florida A&M,Hawaii,52.0,65.0,True,2020,-13.0
2019-11-08,Fla. Atlantic,Miami (FL),60.0,74.0,True,2020,-14.0
2019-11-08,Elon,Milligan,95.0,54.0,False,2020,41.0
2019-11-08,Eastern Mich.,Siena Heights,93.0,51.0,False,2020,42.0
2019-11-08,FIU,Ave Maria,101.0,59.0,False,2020,42.0
2019-11-08,Eastern Ky.,Kentucky,49.0,91.0,True,2020,-42.0
2019-11-08,Eastern Ill.,Wisconsin,52.0,65.0,True,2020,-13.0
2019-11-08,East Carolina,Navy,57.0,62.0,True,2020,-5.0
2019-11-08,Drexel,Niagara,72.0,64.0,False,2020,8.0
2019-11-08,Delaware St.,Rider,54.0,81.0,False,2020,-27.0
2019-11-08,Delaware,Oakland,56.0,53.0,True,2020,3.0
2019-11-09,Montana St.,Rocky Mountain,93.0,60.0,False,2020,33.0
2019-11-09,N.C. Central,SFA,64.0,94.0,True,2020,-30.0
2019-11-09,Murray St.,Southern U.,69.0,49.0,False,2020,20.0
2019-11-09,Mount St. Mary's,Gettysburg,75.0,58.0,False,2020,17.0
2019-11-09,Morgan St.,Temple,57.0,75.0,True,2020,-18.0
2019-11-09,NJIT,Providence,47.0,76.0,True,2020,-29.0
2019-11-09,Minnesota,Oklahoma,62.0,71.0,True,2020,-9.0
2019-11-09,LMU (CA),Nevada,67.0,72.0,True,2020,-5.0
2019-11-09,Miami (OH),Wright St.,81.0,88.0,False,2020,-7.0
2019-11-09,Maryland,Rhode Island,73.0,55.0,False,2020,18.0
2019-11-09,Louisiana,McNeese,85.0,80.0,False,2020,5.0
2019-11-09,Long Beach St.,San Diego,74.0,62.0,False,2020,12.0
2019-11-09,Lipscomb,Middle Tenn.,70.0,73.0,False,2020,-3.0
2019-11-09,Lafayette,St. Francis Brooklyn,72.0,73.0,True,2020,-1.0
2019-11-09,Nebraska,Southern Utah,78.0,79.0,False,2020,-1.0
2019-11-09,Milwaukee,Western Mich.,110.0,115.0,False,2020,-5.0
2019-11-09,Nicholls St.,Pittsburgh,75.0,70.0,True,2020,5.0
2019-11-09,Texas Southern,Wichita St.,63.0,69.0,True,2020,-6.0
2019-11-09,Notre Dame,Robert Morris,92.0,57.0,False,2020,35.0
2019-11-09,Tulsa,UT Arlington,59.0,73.0,True,2020,-14.0
2019-11-09,The Citadel,UNC Asheville,76.0,91.0,False,2020,-15.0
2019-11-09,Kansas St.,UNLV,60.0,56.0,True,2020,4.0
2019-11-09,Tennessee Tech,Martin Methodist,83.0,70.0,False,2020,13.0
2019-11-09,Stetson,Western Ill.,77.0,75.0,True,2020,2.0
2019-11-09,South Alabama,Southern Miss.,75.0,69.0,False,2020,6.0
2019-11-09,Seton Hall,Stony Brook,74.0,57.0,False,2020,17.0
2019-11-09,Northern Ill.,UNI,54.0,64.0,False,2020,-10.0
2019-11-09,Saint Louis,Valparaiso,81.0,70.0,False,2020,11.0
2019-11-09,Princeton,San Francisco,72.0,82.0,True,2020,-10.0
2019-11-09,Prairie View,UCF,69.0,73.0,True,2020,-4.0
2019-11-09,Pepperdine,UC Irvine,77.0,73.0,False,2020,4.0
2019-11-09,Penn St.,Wagner,91.0,64.0,False,2020,27.0
2019-11-09,Penn,Rice,61.0,80.0,True,2020,-19.0
2019-11-09,Ohio,Heidelberg,88.0,50.0,False,2020,38.0
2019-11-09,Oakland,UTSA,75.0,62.0,True,2020,13.0
2019-11-09,Purdue,Texas,66.0,70.0,False,2020,-4.0
2019-11-09,Kansas City,Oklahoma St.,51.0,69.0,True,2020,-18.0
2019-11-09,George Washington,Howard,76.0,62.0,False,2020,14.0
2019-11-09,Iona,La Salle,64.0,70.0,True,2020,-6.0
2019-11-09,Cal St. Fullerton,Stanford,54.0,70.0,True,2020,-16.0
2019-11-09,CSUN,New Mexico,70.0,97.0,True,2020,-27.0
2019-11-09,CSU Bakersfield,South Dakota St.,91.0,93.0,False,2020,-2.0
2019-11-09,Butler,New Orleans,79.0,53.0,False,2020,26.0
2019-11-09,Brown,Canisius,75.0,68.0,False,2020,7.0
2019-11-09,Iowa St.,Oregon St.,74.0,80.0,True,2020,-6.0
2019-11-09,Boston U.,SUNY Poly,91.0,63.0,False,2020,28.0
2019-11-09,Central Conn. St.,St. John's (NY),57.0,87.0,True,2020,-30.0
2019-11-09,Boise St.,Oregon,75.0,106.0,True,2020,-31.0
2019-11-09,Ball St.,Evansville,75.0,79.0,True,2020,-4.0
2019-11-09,BYU,San Diego St.,71.0,76.0,False,2020,-5.0
2019-11-09,Austin Peay,Western Ky.,75.0,97.0,True,2020,-22.0
2019-11-09,Ark.-Pine Bluff,Gonzaga,60.0,110.0,True,2020,-50.0
2019-11-09,Alcorn,La.-Monroe,72.0,73.0,True,2020,-1.0
2019-11-09,Albany (NY),Lehigh,70.0,74.0,False,2020,-4.0
2019-11-09,Air Force,Texas St.,78.0,71.0,False,2020,7.0
2019-11-09,Bethune-Cookman,Texas Tech,44.0,79.0,True,2020,-35.0
2019-11-09,Chattanooga,Tennessee St.,59.0,57.0,False,2020,2.0
2019-11-09,Bradley,IUPUI,90.0,56.0,False,2020,34.0
2019-11-09,Cleveland St.,Edinboro,79.0,54.0,False,2020,25.0
2019-11-09,Chicago St.,Loyola Maryland,85.0,98.0,False,2020,-13.0
2019-11-09,Idaho,UC Riverside,51.0,58.0,True,2020,-7.0
2019-11-09,Holy Cross,New Hampshire,83.0,87.0,True,2020,-4.0
2019-11-09,Hofstra,Monmouth,94.0,74.0,False,2020,20.0
2019-11-09,High Point,Wofford,61.0,89.0,True,2020,-28.0
2019-11-09,Green Bay,Wis.-Stout,115.0,64.0,False,2020,51.0
2019-11-09,Gardner-Webb,Western Caro.,59.0,71.0,True,2020,-12.0
2019-11-09,Indiana,Portland St.,85.0,74.0,False,2020,11.0
2019-11-09,FGCU,UMBC,61.0,65.0,False,2020,-4.0
2019-11-09,Eastern Wash.,Seattle U,74.0,66.0,True,2020,8.0
2019-11-09,ETSU,UT Martin,92.0,75.0,True,2020,17.0
2019-11-09,Denver,Utah Valley,74.0,62.0,False,2020,12.0
2019-11-09,Delaware,Southern Ill.,56.0,54.0,True,2020,2.0
2019-11-09,Dayton,Indiana St.,86.0,81.0,False,2020,5.0
2019-11-09,Col. of Charleston,Georgia St.,84.0,80.0,False,2020,4.0
2019-11-09,Fairfield,Massachusetts,60.0,62.0,False,2020,-2.0
2019-11-10,James Madison,Virginia,34.0,65.0,True,2020,-31.0
2019-11-10,Liberty,UMES,66.0,55.0,False,2020,11.0
2019-11-10,Louisville,Youngstown St.,78.0,55.0,False,2020,23.0
2019-11-10,Marshall,Toledo,70.0,96.0,False,2020,-26.0
2019-11-10,Montana,Mont. St.-Northern,64.0,50.0,False,2020,14.0
2019-11-10,Navy,Washington Col.,87.0,56.0,False,2020,31.0
2019-11-10,Niagara,Rutgers,39.0,86.0,True,2020,-47.0
2019-11-10,Old Dominion,Saint Joseph's,82.0,69.0,False,2020,13.0
2019-11-10,Oakland,Southern Ill.,61.0,52.0,True,2020,9.0
2019-11-10,UC Santa Barbara,UCLA,61.0,77.0,True,2020,-16.0
2019-11-10,Portland,San Jose St.,72.0,57.0,True,2020,15.0
2019-11-10,Purdue Fort Wayne,Southeast Mo. St.,78.0,79.0,True,2020,-1.0
2019-11-10,Rice,Wayland Baptist,65.0,40.0,False,2020,25.0
2019-11-10,South Carolina,Wyoming,66.0,32.0,False,2020,34.0
2019-11-10,Illinois St.,Little Rock,75.0,70.0,False,2020,5.0
2019-11-10,North Ala.,Carver,95.0,64.0,False,2020,31.0
2019-11-10,Hawaii,South Dakota,75.0,81.0,False,2020,-6.0
2019-11-10,Ohio St.,UMass Lowell,76.0,56.0,False,2020,20.0
2019-11-10,Fresno St.,Winthrop,77.0,74.0,False,2020,3.0
2019-11-10,Harvard,Maine,67.0,46.0,False,2020,21.0
2019-11-10,Abilene Christian,Drexel,83.0,86.0,True,2020,-3.0
2019-11-10,Arizona,Illinois,90.0,69.0,False,2020,21.0
2019-11-10,Binghamton,Michigan St.,47.0,100.0,True,2020,-53.0
2019-11-10,Boston College,South Fla.,74.0,60.0,True,2020,14.0
2019-11-10,Bryant,Cornell,82.0,81.0,False,2020,1.0
2019-11-10,Bucknell,Vermont,63.0,66.0,False,2020,-3.0
