game_id,team,player,player_id,position,starter,min,fgm,fga,2pm,2pa,3pm,3pa,ftm,fta,pts,reb,ast,to,stl,blk,oreb,dreb,pf
401825464,Michigan,T. McKenney,5041954,G,False,21.0,3,5,2,2,1,3,5,6,12,4,0,0,0,0,0,4,1
401825456,Michigan,Y. Lendeborg,5175737,F,True,30.0,5,11,4,6,1,5,4,4,15,7,4,0,3,2,1,6,1
401825456,Michigan,M. Johnson Jr.,4873153,F,True,23.0,2,3,2,3,0,0,5,8,9,8,3,3,0,1,5,3,3
401825456,Michigan,A. Mara,5174983,C,True,26.0,5,8,5,8,0,0,3,7,13,7,2,1,1,3,1,6,2
401825456,Michigan,E. Cadeau,4869764,G,True,29.0,5,11,3,6,2,5,7,10,19,4,1,2,1,0,1,3,2
401825456,Michigan,N. Burnett,4433138,G,True,27.0,3,5,0,1,3,4,0,0,9,6,2,0,0,0,1,5,3
401825456,Michigan,W. Tschetter,4684596,F,False,16.0,2,3,0,0,2,3,1,2,7,3,0,0,0,0,1,2,2
401825456,Michigan,L.J. Cason,5214641,G,False,16.0,1,5,1,1,0,4,0,0,2,2,1,2,0,0,0,2,1
401825456,Michigan,R. Gayle Jr.,5105836,G,False,17.0,1,2,1,2,0,0,0,0,2,3,0,5,1,0,1,2,1
401825456,Michigan,T. McKenney,5041954,G,False,16.0,3,5,1,1,2,4,2,2,10,0,1,0,0,0,0,0,0
401825456,Indiana Hoosiers,S. Alexis,5107375,F,True,19.0,5,8,5,6,0,2,1,2,11,3,1,1,1,1,3,0,5
401825456,Indiana Hoosiers,T. DeVries,4837238,F,True,30.0,5,11,1,2,4,9,1,2,15,3,3,1,1,0,0,3,3
401825456,Indiana Hoosiers,T. Conerway,5176737,G,True,2.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
401825456,Indiana Hoosiers,L. Wilkerson,5105876,G,True,38.0,3,10,3,5,0,5,2,2,8,4,3,3,1,0,0,4,2
401825456,Indiana Hoosiers,C. Enright,4897451,G,True,34.0,2,4,0,0,2,4,2,2,8,3,3,1,1,0,0,3,5
401825456,Indiana Hoosiers,R. Bailey,5105865,F,False,23.0,3,5,3,5,0,0,5,6,11,2,0,3,0,1,1,1,4
401825456,Indiana Hoosiers,T. Sisley,5101827,F,False,19.0,0,7,0,4,0,3,2,2,2,3,2,0,0,1,0,3,0
401825456,Indiana Hoosiers,A. Ristic,5311836,G,False,5.0,1,2,0,1,1,1,0,0,3,0,0,1,0,0,0,0,1
401825456,Indiana Hoosiers,N. Dorn,5174935,G,False,29.0,4,9,0,0,4,9,2,2,14,4,1,0,0,0,1,3,3
401825456,Indiana Hoosiers,J. Miles,5143601,G,False,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
401825450,Oregon Ducks,D. Pryor,5152761,F,True,13.0,1,1,1,1,0,0,0,0,2,2,2,0,1,0,1,1,3
401825450,Oregon Ducks,S. Stewart,4869739,F,True,30.0,10,14,9,13,1,1,1,3,22,8,0,3,1,2,5,3,4
401825450,Oregon Ducks,K. Evans Jr.,4683769,F,True,35.0,6,13,4,9,2,4,4,5,18,7,1,2,2,2,2,5,3
401825450,Oregon Ducks,W. Lin,5312019,G,True,33.0,2,12,1,5,1,7,6,6,11,1,4,1,0,0,1,0,2
401825450,Oregon Ducks,T. Simpkins,5174937,G,True,39.0,6,16,6,12,0,4,0,0,12,0,2,1,4,0,0,0,1
401825450,Oregon Ducks,L. Johnson,5252351,F,False,7.0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,2
401825450,Oregon Ducks,D. Lindsay,5239600,F,False,22.0,1,6,0,5,1,1,0,0,3,3,1,2,1,0,0,3,0
401825450,Oregon Ducks,O. Kobzystyi,5234300,F,False,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
401825450,Oregon Ducks,E. Demir,5312018,C,False,9.0,0,1,0,1,0,0,0,0,0,2,0,1,0,0,1,1,3
401825450,Oregon Ducks,D. Carter,5176387,G,False,8.0,1,1,0,0,1,1,0,0,3,1,1,1,0,0,0,1,2
401825450,Michigan,Y. Lendeborg,5175737,F,True,34.0,1,6,1,5,0,1,4,4,6,10,2,0,2,2,3,7,1
401825450,Michigan,M. Johnson Jr.,4873153,F,True,17.0,4,6,4,6,0,0,1,2,9,2,0,3,0,1,1,1,3
401825450,Michigan,A. Mara,5174983,C,True,25.0,3,5,3,5,0,0,6,9,12,2,3,2,0,3,1,1,2
401825450,Michigan,E. Cadeau,4869764,G,True,30.0,5,8,3,4,2,4,5,7,17,1,5,4,1,0,1,0,2
401825450,Michigan,N. Burnett,4433138,G,True,25.0,6,10,3,3,3,7,0,0,15,3,3,2,2,1,1,2,1
401825450,Michigan,W. Tschetter,4684596,F,False,23.0,2,5,0,0,2,5,2,2,8,5,0,0,1,0,0,5,1
401825450,Michigan,L.J. Cason,5214641,G,False,16.0,2,5,0,1,2,4,1,2,7,1,1,2,0,0,0,1,1
401825450,Michigan,R. Gayle Jr.,5105836,G,False,16.0,1,4,1,3,0,1,1,2,3,1,1,1,0,0,0,1,1
401825450,Michigan,T. McKenney,5041954,G,False,14.0,1,2,1,1,0,1,2,2,4,4,0,0,0,0,1,3,1
401825445,Washington Huskies,H. Steinbach,5281370,F,True,26.0,5,14,5,12,0,2,1,1,11,14,2,1,0,2,7,7,4
401825445,Washington Huskies,B. Tucker,4873180,F,True,21.0,1,5,1,3,0,2,0,0,2,5,2,0,1,1,0,5,2
401825445,Washington Huskies,F. Kepnang,4711400,C,True,27.0,4,6,4,6,0,0,0,0,8,6,0,0,0,3,3,3,4
401825445,Washington Huskies,Z. Diallo,5060705,G,True,28.0,5,14,5,10,0,4,2,2,12,0,0,6,0,0,0,0,3
401825445,Washington Huskies,Q. Peterson,4897465,G,True,36.0,4,13,0,1,4,12,1,2,13,2,1,0,0,1,1,1,2
401825445,Washington Huskies,N. Dzepina,5328456,F,False,3.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
401825445,Washington Huskies,J. Ognacevic,4703983,F,False,16.0,3,5,1,1,2,4,2,2,10,3,1,1,1,0,3,0,1
401825445,Washington Huskies,D. Claude,5105606,G,False,8.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
401825445,Washington Huskies,JJ Mandaquit,5101766,G,False,21.0,5,8,2,4,3,4,2,2,15,4,2,1,1,0,0,4,2
401825445,Washington Huskies,W. Yates III,4869737,G,False,14.0,0,5,0,2,0,3,1,2,1,1,2,1,0,1,1,0,1
401825445,Michigan,Y. Lendeborg,5175737,F,True,29.0,6,15,4,8,2,7,0,0,14,7,1,2,1,1,3,4,0
401825445,Michigan,M. Johnson Jr.,4873153,F,True,29.0,7,13,7,12,0,1,4,4,18,16,0,1,2,1,5,11,1
401825445,Michigan,A. Mara,5174983,C,True,23.0,10,11,10,11,0,0,0,1,20,2,2,0,0,3,1,1,1
401825445,Michigan,E. Cadeau,4869764,G,True,20.0,0,5,0,2,0,3,0,0,0,2,6,0,0,0,1,1,4
401825445,Michigan,N. Burnett,4433138,G,True,20.0,3,6,2,3,1,3,0,0,7,1,1,1,0,0,0,1,1
401825445,Michigan,W. Tschetter,4684596,F,False,16.0,2,6,1,2,1,4,0,0,5,1,0,0,0,0,0,1,1
401825445,Michigan,L.J. Cason,5214641,G,False,24.0,1,4,1,3,0,1,4,4,6,2,3,0,1,0,0,2,0
401825445,Michigan,R. Gayle Jr.,5105836,G,False,25.0,2,5,2,4,0,1,5,8,9,4,5,3,2,0,1,3,2
401825445,Michigan,T. McKenney,5041954,G,False,14.0,1,4,0,1,1,3,0,0,3,2,0,1,0,0,1,1,3
401825432,Wisconsin Badgers,A. Bieliauskas,5312048,F,True,31.0,6,12,1,2,5,10,0,0,17,3,0,0,0,0,0,3,3
401825432,Wisconsin Badgers,N. Winter,4895783,F,True,36.0,3,4,0,0,3,4,0,0,9,3,2,1,1,2,0,3,3
401825432,Wisconsin Badgers,A. Rohde,5109019,G,True,20.0,1,3,0,0,1,3,0,0,3,0,1,2,0,0,0,0,4
401825432,Wisconsin Badgers,J. Blackwell,5103630,G,True,39.0,9,16,5,8,4,8,4,6,26,5,3,4,1,0,1,4,3
401825432,Wisconsin Badgers,N. Boyd,4702654,G,True,31.0,8,16,7,14,1,2,5,5,22,3,6,0,1,1,1,2,4
401825432,Wisconsin Badgers,W. Garlock,5215270,F,False,4.0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
401825432,Wisconsin Badgers,J. Janicki,5174807,G,False,10.0,1,3,1,1,0,2,0,0,2,2,0,1,0,0,0,2,0
401825432,Wisconsin Badgers,Z. Kinziger,5144103,G,False,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401825432,Wisconsin Badgers,B. Carrington,5105820,G,False,27.0,1,4,0,0,1,4,9,12,12,9,4,0,1,1,2,7,1
401825432,Michigan,Y. Lendeborg,5175737,F,True,31.0,4,9,3,7,1,2,5,5,14,6,2,0,1,1,1,5,4
401825432,Michigan,M. Johnson Jr.,4873153,F,True,30.0,6,7,5,6,1,1,5,6,18,4,2,3,0,2,2,2,2
401825432,Michigan,A. Mara,5174983,C,True,23.0,4,7,4,7,0,0,1,2,9,6,1,1,0,2,1,5,2
401825432,Michigan,E. Cadeau,4869764,G,True,25.0,6,9,4,5,2,4,5,5,19,3,3,1,0,0,0,3,3
401825432,Michigan,N. Burnett,4433138,G,True,24.0,3,8,1,1,2,7,2,2,10,2,0,0,0,0,0,2,2
401825432,Michigan,W. Tschetter,4684596,F,False,10.0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,1,1,0
401825432,Michigan,L.J. Cason,5214641,G,False,15.0,0,4,0,3,0,1,0,0,0,1,2,1,0,0,0,1,0
401825432,Michigan,R. Gayle Jr.,5105836,G,False,27.0,4,10,3,6,1,4,0,0,9,2,1,2,0,0,1,1,2
401825432,Michigan,T. McKenney,5041954,G,False,15.0,2,8,1,2,1,6,2,2,7,1,0,1,0,0,0,1,3
401825423,Penn State Nittany Lions,T. Mirtić,5312028,F,True,8.0,0,1,0,1,0,0,0,0,0,2,0,1,0,0,2,0,1
401825423,Penn State Nittany Lions,I. Jurić,5312025,F,True,24.0,6,13,4,8,2,5,6,8,20,4,1,2,1,0,2,2,4
401825423,Penn State Nittany Lions,D. Stewart,5173445,G,True,26.0,1,8,0,1,1,7,0,0,3,6,1,1,0,0,2,4,3
401825423,Penn State Nittany Lions,F. Dilione V,5125192,G,True,38.0,6,16,4,10,2,6,3,6,17,6,4,2,2,0,1,5,1
401825423,Penn State Nittany Lions,E. Rice,5093264,G,True,24.0,2,7,1,3,1,4,2,2,7,1,0,0,0,1,0,1,1
401825423,Penn State Nittany Lions,S. Ciani,5170078,F,False,16.0,1,4,1,2,0,2,3,3,5,3,1,0,0,0,1,2,3
401825423,Penn State Nittany Lions,M. Blackwood,4873144,F,False,16.0,1,4,1,2,0,2,0,0,2,3,0,0,1,0,1,2,1
401825423,Penn State Nittany Lions,J. Reed,4838723,F,False,29.0,4,6,3,4,1,2,4,4,13,10,1,2,2,0,5,5,4
401825423,Penn State Nittany Lions,M. Tunca,5312026,G,False,19.0,2,7,1,5,1,2,0,0,5,3,2,0,1,0,0,3,1
401825423,Michigan,Y. Lendeborg,5175737,F,True,27.0,3,9,3,5,0,4,4,4,10,7,4,0,0,1,3,4,2
401825423,Michigan,M. Johnson Jr.,4873153,F,True,24.0,1,2,1,2,0,0,1,2,3,7,3,1,0,1,1,6,5
401825423,Michigan,A. Mara,5174983,C,True,24.0,2,5,2,5,0,0,3,6,7,7,4,2,0,4,1,6,3
